Unnamed: 0_level_0 Rk,Unnamed: 1_level_0 Player,Unnamed: 2_level_0 Nation,Unnamed: 3_level_0 Pos,Unnamed: 4_level_0 Squad,Unnamed: 5_level_0 Comp,Unnamed: 6_level_0 Age,Unnamed: 7_level_0 Born,Unnamed: 8_level_0 90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Unnamed: 21_level_0 Int,Unnamed: 22_level_0 Tkl+Int,Unnamed: 23_level_0 Clr,Unnamed: 24_level_0 Err,Unnamed: 25_level_0 Matches
158,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,30,1994,26.2,34,20,13,18,3,15,33,45.5,18,21,11,10,24,58,70,2,Matches
159,Jann-Fiete Arp,de GER,"FW,MF",Holstein Kiel,de Bundesliga,24,2000,7.9,13,10,5,2,6,4,13,30.8,9,6,0,6,3,16,8,1,Matches
160,Sergio Arribas,es ESP,DF,Betis,es La Liga,21,2003,1.0,7,4,4,3,0,6,7,85.7,1,2,2,0,3,10,4,0,Matches
161,Kepa Arrizabalaga,es ESP,GK,Bournemouth,eng Premier League,29,1994,31.0,1,0,1,0,0,0,2,0.0,2,2,0,2,0,1,15,3,Matches
162,Arthur,br BRA,DF,Leverkusen,de Bundesliga,21,2003,8.4,14,11,3,9,2,5,10,50.0,5,8,0,8,9,23,29,0,Matches
163,Takuma Asano,jp JPN,"FW,MF",Mallorca,es La Liga,29,1994,11.7,13,9,5,7,1,6,11,54.5,5,7,0,7,6,19,9,0,Matches
164,Raúl Asencio,es ESP,DF,Real Madrid,es La Liga,21,2003,18.6,22,16,18,4,0,10,13,76.9,3,11,6,5,16,38,88,2,Matches
165,Marco Asensio,es ESP,MF,Aston Villa,eng Premier League,28,1996,8.3,7,5,0,7,0,3,9,33.3,6,7,1,6,2,9,3,0,Matches
166,Marco Asensio,es ESP,"FW,MF",Paris S-G,fr Ligue 1,28,1996,6.9,4,3,1,3,0,0,6,0.0,6,1,0,1,0,4,1,0,Matches
167,Kristjan Asllani,al ALB,MF,Inter,it Serie A,22,2002,11.0,14,3,8,4,2,8,22,36.4,14,8,1,7,9,23,13,1,Matches
168,Iago Aspas,es ESP,"FW,MF",Celta Vigo,es La Liga,36,1987,19.4,13,8,4,5,4,8,20,40.0,12,18,1,17,8,21,5,0,Matches
169,Yaser Asprilla,co COL,"FW,MF",Girona,es La Liga,20,2003,15.6,22,12,6,8,8,8,23,34.8,15,14,0,14,7,29,7,1,Matches
170,Lorenz Assignon,tg TOG,"DF,MF",Rennes,fr Ligue 1,24,2000,26.2,49,27,25,22,2,19,43,44.2,24,20,3,17,25,74,74,0,Matches
171,Dehmaine Assoumani,fr FRA,"MF,FW",Nantes,fr Ligue 1,19,2005,1.1,6,3,0,4,2,4,5,80.0,1,1,0,1,1,7,4,0,Matches
172,Valentin Atangana Edoa,fr FRA,MF,Reims,fr Ligue 1,18,2005,31.7,69,50,32,30,7,28,38,73.7,10,31,15,16,37,106,64,0,Matches
173,Arthur Atta,fr FRA,"MF,FW",Udinese,it Serie A,21,2003,13.9,20,12,9,10,1,10,15,66.7,5,9,5,4,7,27,15,1,Matches
174,Noah Atubolu,de GER,GK,Freiburg,de Bundesliga,22,2002,25.6,0,0,0,0,0,0,0,,0,0,0,0,0,0,13,4,Matches
175,Emil Audero,id IDN,GK,Como,it Serie A,27,1997,8.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,4,1,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
176,Tommaso Augello,it ITA,DF,Cagliari,it Serie A,29,1994,30.1,49,28,28,17,4,30,43,69.8,13,23,8,15,16,65,109,2,Matches
177,Carlos Augusto,br BRA,DF,Inter,it Serie A,25,1999,18.8,29,14,12,11,6,12,19,63.2,7,21,9,12,9,38,50,0,Matches
178,Yann Aurel Bisseck,de GER,DF,Inter,it Serie A,23,2000,18.3,17,12,11,4,2,11,16,68.8,5,23,12,11,17,34,64,1,Matches
179,Brandon Austin,eng ENG,GK,Tottenham,eng Premier League,25,1999,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
180,Ezequiel Ávila,ar ARG,FW,Betis,es La Liga,30,1994,7.5,8,3,2,2,4,4,10,40.0,6,4,0,4,2,10,8,0,Matches
181,Taiwo Awoniyi,ng NGA,FW,Nott'ham Forest,eng Premier League,26,1997,4.6,6,3,0,3,3,4,5,80.0,1,1,0,1,0,6,7,0,Matches
182,Yasin Ayari,se SWE,MF,Brighton,eng Premier League,20,2003,21.8,59,32,15,31,13,26,56,46.4,30,24,6,18,20,79,26,0,Matches
183,Florian Ayé,fr FRA,FW,Auxerre,fr Ligue 1,27,1997,6.4,2,2,0,0,2,0,2,0.0,2,7,0,7,7,9,6,0,Matches
184,André Ayew,gh GHA,FW,Le Havre,fr Ligue 1,34,1989,16.1,18,10,3,7,8,7,13,53.8,6,9,2,7,3,21,21,1,Matches
185,Jordan Ayew,gh GHA,"FW,MF",Crystal Palace,eng Premier League,32,1991,0.2,1,0,0,0,1,0,0,,0,0,0,0,0,1,0,0,Matches
186,Jordan Ayew,gh GHA,"FW,MF",Leicester City,eng Premier League,32,1991,18.2,27,15,8,14,5,7,23,30.4,16,21,2,19,12,39,19,0,Matches
187,Neil El Aynaoui,fr FRA,MF,Lens,fr Ligue 1,23,2001,17.6,39,21,18,15,6,12,34,35.3,22,34,8,26,30,69,29,0,Matches
188,Ayman Azhil,ma MAR,MF,Dortmund,de Bundesliga,23,2001,0.3,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0,Matches
189,Adam Aznou,ma MAR,DF,Valladolid,es La Liga,18,2006,9.7,28,21,20,8,0,21,43,48.8,22,24,8,16,10,38,30,0,Matches
190,Adam Aznou,ma MAR,DF,Bayern Munich,de Bundesliga,18,2006,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
191,César Azpilicueta,es ESP,DF,Atlético Madrid,es La Liga,34,1989,9.7,25,14,12,9,4,17,23,73.9,6,10,2,8,5,30,32,0,Matches
192,Paulo Azzi,br BRA,DF,Cagliari,it Serie A,30,1994,4.7,11,9,3,6,2,5,9,55.6,4,5,2,3,5,16,11,0,Matches
193,Oussama El Azzouzi,ma MAR,MF,Bologna,it Serie A,23,2001,0.2,0,0,0,0,0,0,0,,0,0,0,0,2,2,0,0,Matches
194,Papa Ba,es ESP,MF,Girona,es La Liga,19,2004,0.5,1,1,1,0,0,0,0,,0,1,0,1,0,1,1,0,Matches
195,Shavy Babicka,ga GAB,"MF,FW",Toulouse,fr Ligue 1,24,2000,13.2,21,12,6,11,4,10,21,47.6,11,14,0,14,3,24,4,3,Matches
196,Jacopo Bacci,it ITA,MF,Empoli,it Serie A,19,2005,0.3,1,0,1,0,0,1,1,100.0,0,0,0,0,1,2,1,0,Matches
197,Aliou Badara Baldé,gn GUI,"MF,FW",Bochum,de Bundesliga,21,2002,1.0,1,1,1,0,0,0,0,,0,2,0,2,0,1,0,0,Matches
198,Loïc Bade,fr FRA,DF,Sevilla,es La Liga,24,2000,29.8,47,27,37,10,0,23,31,74.2,8,22,13,9,29,76,162,2,Matches
199,Milan Badelj,hr CRO,MF,Genoa,it Serie A,35,1989,16.4,29,16,14,10,5,15,35,42.9,20,19,7,12,20,49,43,0,Matches
200,Benoît Badiashile,fr FRA,DF,Chelsea,eng Premier League,23,2001,3.7,9,6,5,4,0,4,5,80.0,1,2,2,0,6,15,12,2,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
201,Alex Baena,es ESP,"MF,FW",Villarreal,es La Liga,23,2001,28.8,28,15,6,14,8,10,39,25.6,29,29,2,27,22,50,22,2,Matches
202,Leon Bailey,jm JAM,"FW,MF",Aston Villa,eng Premier League,26,1997,12.7,7,5,2,3,2,3,11,27.3,8,6,0,6,3,10,12,0,Matches
203,Eric Bailly,ci CIV,DF,Villarreal,es La Liga,30,1994,6.9,12,4,6,6,0,3,4,75.0,1,12,6,6,6,18,29,0,Matches
204,Theo Bair,ca CAN,FW,Auxerre,fr Ligue 1,24,1999,10.4,4,3,1,2,1,0,2,0.0,2,6,2,4,3,7,10,0,Matches
205,Stefan Bajcetic,es ESP,"MF,DF",Las Palmas,es La Liga,19,2004,10.8,29,14,13,13,3,12,28,42.9,16,25,4,21,15,44,26,1,Matches
206,Cédric Bakambu,cd COD,FW,Betis,es La Liga,33,1991,7.9,6,4,0,5,1,3,7,42.9,4,13,2,11,0,6,5,0,Matches
207,Mitchel Bakker,nl NED,MF,Atalanta,it Serie A,24,2000,0.2,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,Matches
208,Mitchel Bakker,nl NED,"FW,DF",Lille,fr Ligue 1,24,2000,12.7,23,13,6,11,6,10,19,52.6,9,10,1,9,12,35,15,0,Matches
209,Darryl Bakola,fr FRA,"DF,MF",Marseille,fr Ligue 1,16,2007,0.2,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,Matches
210,Ridle Baku,de GER,"FW,MF",Wolfsburg,de Bundesliga,26,1998,13.0,23,15,9,9,5,8,19,42.1,11,22,1,21,15,38,15,0,Matches
211,Ridle Baku,de GER,"DF,MF",RB Leipzig,de Bundesliga,26,1998,14.2,24,19,9,13,2,9,23,39.1,14,18,2,16,9,33,45,0,Matches
212,Dilane Bakwa,fr FRA,"MF,DF",Strasbourg,fr Ligue 1,21,2002,27.7,26,14,11,8,7,12,24,50.0,12,21,1,20,15,41,27,0,Matches
213,Tommaso Baldanzi,it ITA,"MF,FW",Roma,it Serie A,21,2003,9.2,12,4,5,4,3,4,12,33.3,8,4,0,4,6,18,8,0,Matches
214,Alejandro Balde,es ESP,DF,Barcelona,es La Liga,20,2003,25.4,18,10,10,5,3,11,17,64.7,6,24,5,19,5,23,27,0,Matches
215,Keita Baldé,sn SEN,FW,Monza,it Serie A,29,1995,7.1,1,1,0,1,0,1,2,50.0,1,4,0,4,2,3,0,0,Matches
216,Carlos Baleba,cm CMR,MF,Brighton,eng Premier League,20,2004,29.6,79,46,26,37,16,48,80,60.0,32,47,11,36,46,125,44,1,Matches
217,Leonardo Balerdi,ar ARG,DF,Marseille,fr Ligue 1,25,1999,25.3,54,39,32,17,5,27,47,57.4,20,25,14,11,38,92,72,4,Matches
218,Iván Balliu,al ALB,DF,Rayo Vallecano,es La Liga,32,1992,13.3,17,14,8,5,4,6,18,33.3,12,16,4,12,13,30,39,0,Matches
219,Fodé Ballo-Touré,sn SEN,"DF,MF",Le Havre,fr Ligue 1,27,1997,6.5,8,7,3,4,1,5,9,55.6,4,8,3,5,4,12,27,0,Matches
220,Botond Balogh,hu HUN,DF,Parma,it Serie A,22,2002,22.8,36,16,22,13,1,20,28,71.4,8,34,26,8,25,61,141,2,Matches
221,Folarin Balogun,us USA,FW,Monaco,fr Ligue 1,23,2001,6.8,1,1,0,0,1,0,4,0.0,4,0,0,0,1,2,0,0,Matches
222,Mario Balotelli,it ITA,"FW,MF",Genoa,it Serie A,33,1990,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
223,Abdoulaye Bamba,ci CIV,DF,Angers,fr Ligue 1,34,1990,16.8,22,12,17,4,1,14,19,73.7,5,14,8,6,19,41,79,0,Matches
224,Jonathan Bamba,ci CIV,"FW,MF",Celta Vigo,es La Liga,28,1996,9.0,12,7,4,6,2,5,12,41.7,7,6,0,6,5,17,6,0,Matches
225,Mohamed Bamba,ci CIV,MF,Reims,fr Ligue 1,19,2004,0.1,0,0,0,0,0,0,1,0.0,1,2,1,1,0,0,1,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
226,Samuel Bamba,de GER,"FW,MF",Bochum,de Bundesliga,20,2004,0.3,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0,Matches
227,Lameck Banda,zm ZAM,"FW,MF",Lecce,it Serie A,23,2001,6.8,8,5,4,2,2,3,12,25.0,9,7,0,7,2,10,8,1,Matches
228,Daniel Bandeira,pt POR,MF,Hellas Verona,it Serie A,24,2000,4.5,4,0,1,3,0,3,6,50.0,3,2,1,1,6,10,8,0,Matches
229,Mattia Bani,it ITA,DF,Genoa,it Serie A,30,1993,16.7,19,10,11,6,2,7,11,63.6,4,13,8,5,22,41,85,2,Matches
230,Noahkai Banks,us USA,DF,Augsburg,de Bundesliga,17,2006,3.1,11,5,6,4,1,3,7,42.9,4,4,1,3,5,16,28,0,Matches
231,Scott Banks,sct SCO,"FW,MF",St. Pauli,de Bundesliga,22,2001,1.3,1,1,1,0,0,0,2,0.0,2,0,0,0,2,3,2,0,Matches
232,Adrian Baquerin,es ESP,FW,Valladolid,es La Liga,17,2007,0.5,1,1,0,1,0,0,0,,0,0,0,0,0,1,1,0,Matches
233,Antonín Barák,cz CZE,MF,Fiorentina,it Serie A,29,1994,0.6,2,0,0,2,0,0,2,0.0,2,1,1,0,0,2,0,0,Matches
234,Federico Barba,it ITA,DF,Como,it Serie A,30,1993,4.8,2,2,1,1,0,1,4,25.0,3,2,2,0,4,6,15,0,Matches
235,Valentín Barco,ar ARG,"DF,FW",Sevilla,es La Liga,20,2004,3.2,15,9,8,3,4,12,15,80.0,3,0,0,0,2,17,5,0,Matches
236,Valentín Barco,ar ARG,"MF,DF",Strasbourg,fr Ligue 1,20,2004,12.9,36,22,24,10,2,22,30,73.3,8,8,3,5,13,49,28,1,Matches
237,Bradley Barcola,fr FRA,FW,Paris S-G,fr Ligue 1,21,2002,24.2,27,17,10,8,9,8,31,25.8,23,25,2,23,19,46,12,0,Matches
238,Melvin Bard,fr FRA,"DF,MF",Nice,fr Ligue 1,23,2000,21.5,53,36,35,13,5,24,42,57.1,18,38,13,25,29,82,60,3,Matches
239,Nicolò Barella,it ITA,MF,Inter,it Serie A,27,1997,27.7,50,31,19,20,11,26,59,44.1,33,26,3,23,12,62,16,1,Matches
240,Gabriel Bares,ch SUI,"MF,DF",Montpellier,fr Ligue 1,23,2000,0.6,2,2,2,0,0,1,2,50.0,1,0,0,0,1,3,3,0,Matches
241,Borna Barišić,hr CRO,DF,Leganés,es La Liga,31,1992,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
242,Téo Barisic,fr FRA,DF,Lyon,fr Ligue 1,19,2004,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
243,Kike Barja,es ESP,"FW,MF",Osasuna,es La Liga,27,1997,3.5,5,4,1,3,1,2,4,50.0,2,5,0,5,3,8,4,0,Matches
244,Ross Barkley,eng ENG,MF,Aston Villa,eng Premier League,30,1993,6.5,14,3,4,10,0,9,14,64.3,5,9,3,6,10,24,5,0,Matches
245,Aymen Barkok,ma MAR,MF,Mainz 05,de Bundesliga,26,1998,0.8,2,1,1,1,0,1,1,100.0,0,1,1,0,2,4,0,0,Matches
246,Harvey Barnes,eng ENG,FW,Newcastle Utd,eng Premier League,26,1997,19.5,16,9,4,6,6,3,11,27.3,8,8,2,6,6,22,15,1,Matches
247,Enzo Barrenechea,ar ARG,MF,Valencia,es La Liga,23,2001,24.3,57,30,22,29,6,32,46,69.6,14,30,8,22,28,85,48,1,Matches
248,Ander Barrenetxea,es ESP,"MF,FW",Real Sociedad,es La Liga,22,2001,14.0,26,19,7,14,5,6,23,26.1,17,15,0,15,11,37,16,1,Matches
249,Pablo Barrios,es ESP,MF,Atlético Madrid,es La Liga,21,2003,25.9,46,26,23,20,3,23,47,48.9,24,18,5,13,34,80,33,9,Matches
250,Thierno Barry,fr FRA,FW,Villarreal,es La Liga,21,2002,25.8,11,8,2,5,4,4,10,40.0,6,15,2,13,0,11,19,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
251,Davide Bartesaghi,it ITA,DF,Milan,it Serie A,18,2005,1.3,4,2,1,1,2,4,4,100.0,0,1,1,0,3,7,1,0,Matches
252,Marc Bartra,es ESP,DF,Betis,es La Liga,33,1991,23.3,33,19,20,13,0,15,26,57.7,11,41,25,16,33,66,148,0,Matches
253,Federico Baschirotto,it ITA,DF,Lecce,it Serie A,27,1996,38.0,37,25,30,5,2,22,28,78.6,6,44,32,12,23,60,237,2,Matches
254,Daniele Baselli,it ITA,MF,Como,it Serie A,32,1992,0.2,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,Matches
255,Calvin Bassey,ng NGA,DF,Fulham,eng Premier League,24,1999,34.2,54,34,35,19,0,22,31,71.0,9,40,17,23,20,74,118,8,Matches
256,Aboubacar Bassinga,ci CIV,MF,Las Palmas,es La Liga,19,2005,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
257,Alessandro Bastoni,it ITA,DF,Inter,it Serie A,25,1999,26.7,46,24,26,14,6,20,30,66.7,10,25,13,12,22,68,52,1,Matches
258,Augusto Batalla,ar ARG,GK,Rayo Vallecano,es La Liga,28,1996,32.0,4,2,4,0,0,4,6,66.7,2,0,0,0,0,4,15,4,Matches
259,Michy Batshuayi,be BEL,FW,Eint Frankfurt,de Bundesliga,30,1993,3.3,1,1,1,0,0,1,1,100.0,0,2,0,2,1,2,0,0,Matches
260,Dylan Batubinsika,cd COD,DF,Saint-Étienne,fr Ligue 1,28,1996,22.4,26,13,19,6,1,13,22,59.1,9,23,14,9,39,65,140,3,Matches
261,Maximilian Bauer,de GER,DF,Augsburg,de Bundesliga,24,2000,7.3,14,8,5,7,2,9,14,64.3,5,10,4,6,6,20,35,1,Matches
262,Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,34,1990,28.0,2,2,2,0,0,2,4,50.0,2,0,0,0,0,2,15,2,Matches
263,Christoph Baumgartner,at AUT,MF,RB Leipzig,de Bundesliga,24,1999,17.9,44,28,13,19,12,17,42,40.5,25,45,9,36,12,56,24,2,Matches
264,Rafael Bauza,es ESP,MF,Espanyol,es La Liga,19,2005,2.0,5,3,3,1,1,4,7,57.1,3,3,1,2,0,5,5,0,Matches
265,Altay Bayındır,tr TUR,GK,Manchester Utd,eng Premier League,26,1998,4.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,9,1,Matches
266,Ihlas Bebou,tg TOG,MF,Hoffenheim,de Bundesliga,30,1994,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
267,Adrian Beck,de GER,"MF,FW",Heidenheim,de Bundesliga,27,1997,17.8,36,17,18,12,6,12,35,34.3,23,31,2,29,9,45,17,0,Matches
268,Sheraldo Becker,sr SUR,"FW,MF",Real Sociedad,es La Liga,29,1995,11.1,3,2,0,3,0,0,2,0.0,2,4,0,4,1,4,10,0,Matches
269,Timo Becker,de GER,DF,Holstein Kiel,de Bundesliga,27,1997,27.2,53,33,39,9,5,34,46,73.9,12,30,17,13,17,70,110,1,Matches
270,Jan Bednarek,pl POL,DF,Southampton,eng Premier League,28,1996,28.1,36,19,23,13,0,16,31,51.6,15,47,36,11,56,92,190,5,Matches
271,Donny van de Beek,nl NED,MF,Girona,es La Liga,27,1997,15.8,29,18,17,7,5,13,26,50.0,13,19,3,16,10,39,12,0,Matches
272,Hannes Behrens,de GER,DF,Hoffenheim,de Bundesliga,,,0.3,1,1,0,1,0,0,0,,0,1,0,1,2,3,0,0,Matches
273,Kevin Behrens,de GER,FW,Wolfsburg,de Bundesliga,33,1991,1.9,1,1,0,1,0,0,1,0.0,1,0,0,0,1,2,2,0,Matches
274,Maximilian Beier,de GER,"FW,MF",Dortmund,de Bundesliga,21,2002,17.7,25,16,8,11,6,12,31,38.7,19,15,1,14,7,32,14,1,Matches
275,Luken Beitia,es ESP,DF,Real Sociedad,es La Liga,20,2004,0.1,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,2,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
276,Ismael Bekhoucha,ma MAR,"MF,DF",Getafe,es La Liga,19,2004,0.8,1,1,1,0,0,1,2,50.0,1,2,1,1,2,3,2,0,Matches
277,Reda Belahyane,ma MAR,MF,Hellas Verona,it Serie A,20,2004,18.4,36,26,16,13,7,13,17,76.5,4,20,9,11,10,46,22,1,Matches
278,Reda Belahyane,ma MAR,MF,Lazio,it Serie A,20,2004,2.2,8,6,8,0,0,6,6,100.0,0,3,2,1,1,9,5,0,Matches
279,Haris Belkebla,dz ALG,MF,Angers,fr Ligue 1,30,1994,19.9,56,38,38,15,3,26,45,57.8,19,30,9,21,35,91,46,1,Matches
280,Yassin Belkhdim,fr FRA,MF,Angers,fr Ligue 1,22,2002,16.9,53,27,26,21,6,27,58,46.6,31,23,6,17,21,74,41,1,Matches
281,Stefan Bell,de GER,DF,Mainz 05,de Bundesliga,32,1991,16.0,22,12,16,6,0,9,14,64.3,5,16,14,2,28,50,107,1,Matches
282,Armel Bella Kotchap,de GER,DF,Southampton,eng Premier League,22,2001,3.7,7,5,5,2,0,3,6,50.0,3,2,2,0,5,12,21,1,Matches
283,Raoul Bellanova,it ITA,DF,Torino,it Serie A,24,2000,1.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,4,0,Matches
284,Raoul Bellanova,it ITA,DF,Atalanta,it Serie A,24,2000,26.7,24,14,8,13,3,13,21,61.9,8,12,3,9,18,42,45,0,Matches
285,Jean-Ricner Bellegarde,fr FRA,"MF,FW",Wolves,eng Premier League,26,1998,18.6,39,24,17,19,3,14,20,70.0,6,19,3,16,10,49,18,1,Matches
286,Héctor Bellerín,es ESP,DF,Betis,es La Liga,29,1995,6.4,13,7,7,4,2,10,17,58.8,7,5,3,2,6,19,21,0,Matches
287,Jude Bellingham,eng ENG,MF,Real Madrid,es La Liga,21,2003,27.6,61,33,20,27,14,28,42,66.7,14,37,2,35,28,89,23,1,Matches
288,Jeanuël Belocian,fr FRA,"DF,MF",Leverkusen,de Bundesliga,19,2005,0.8,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,2,0,Matches
289,Andrea Belotti,it ITA,FW,Como,it Serie A,30,1993,6.6,7,5,1,4,2,1,4,25.0,3,4,0,4,1,8,8,0,Matches
290,Fran Beltrán,es ESP,MF,Celta Vigo,es La Liga,25,1999,26.9,50,35,24,21,5,24,56,42.9,32,26,6,20,26,76,34,4,Matches
291,Lucas Beltrán,ar ARG,"FW,MF",Fiorentina,it Serie A,23,2001,21.7,23,10,10,7,6,7,21,33.3,14,15,2,13,5,28,14,0,Matches
292,Eliesse Ben Seghir,ma MAR,"MF,FW",Monaco,fr Ligue 1,19,2005,19.4,31,22,12,12,7,18,32,56.3,14,20,0,20,13,44,4,0,Matches
293,Carlos Benavídez,uy URU,MF,Alavés,es La Liga,26,1998,5.4,19,14,10,6,3,6,11,54.5,5,5,2,3,8,27,14,1,Matches
294,Adrian Benedyczak,pl POL,"FW,MF",Parma,it Serie A,23,2000,2.4,0,0,0,0,0,0,1,0.0,1,3,1,2,0,0,8,0,Matches
295,László Bénes,sk SVK,"MF,FW",Union Berlin,de Bundesliga,26,1997,6.5,2,2,1,1,0,1,3,33.3,2,5,1,4,3,5,9,0,Matches
296,Iker Benito,es ESP,"FW,MF",Osasuna,es La Liga,21,2002,0.4,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,2,0,Matches
297,Ismaël Bennacer,dz ALG,MF,Milan,it Serie A,26,1997,3.3,5,4,1,3,1,1,7,14.3,6,5,3,2,3,8,1,0,Matches
298,Ismaël Bennacer,dz ALG,MF,Marseille,fr Ligue 1,26,1997,7.2,21,10,8,12,1,12,18,66.7,6,6,0,6,10,31,2,1,Matches
299,Saïd Benrahma,dz ALG,"FW,MF",Lyon,fr Ligue 1,28,1995,8.2,9,5,4,4,1,3,10,30.0,7,6,0,6,3,12,2,0,Matches
300,Ramy Bensebaini,dz ALG,DF,Dortmund,de Bundesliga,29,1995,22.5,51,25,25,18,8,33,51,64.7,18,42,9,33,33,84,86,1,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
301,Nabil Bentaleb,dz ALG,MF,Lille,fr Ligue 1,29,1994,3.7,4,3,2,0,2,3,7,42.9,4,5,0,5,5,9,7,2,Matches
302,Rodrigo Bentancur,uy URU,MF,Tottenham,eng Premier League,27,1997,18.3,40,22,19,17,4,19,40,47.5,21,25,8,17,40,80,38,1,Matches
303,Daniel Bentley,eng ENG,GK,Wolves,eng Premier League,31,1993,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
304,Lucas Beraldo,br BRA,DF,Paris S-G,fr Ligue 1,20,2003,22.3,38,31,30,8,0,23,37,62.2,14,16,8,8,21,59,63,3,Matches
305,Yuri Berchiche,es ESP,DF,Athletic Club,es La Liga,34,1990,22.7,33,21,19,11,3,19,33,57.6,14,25,5,20,27,60,72,3,Matches
306,Álex Berenguer,es ESP,"FW,MF",Athletic Club,es La Liga,29,1995,26.0,32,16,6,16,10,14,31,45.2,17,23,2,21,10,42,18,0,Matches
307,Sander Berge,no NOR,MF,Fulham,eng Premier League,26,1998,24.7,50,30,23,23,4,27,39,69.2,12,27,8,19,21,71,38,1,Matches
308,Lucas Bergvall,se SWE,MF,Tottenham,eng Premier League,18,2006,13.5,39,19,14,20,5,17,32,53.1,15,18,8,10,24,63,22,3,Matches
309,Medon Berisha,al ALB,MF,Lecce,it Serie A,20,2003,8.0,12,8,7,3,2,4,8,50.0,4,6,0,6,11,23,5,2,Matches
310,Mergim Berisha,de GER,"FW,MF",Hoffenheim,de Bundesliga,26,1998,3.7,3,3,1,2,0,0,3,0.0,3,2,1,1,0,3,3,0,Matches
311,Mergim Berisha,de GER,FW,Augsburg,de Bundesliga,26,1998,0.4,1,0,0,1,0,1,1,100.0,0,2,1,1,0,1,0,0,Matches
312,Adrian Bernabe,es ESP,MF,Parma,it Serie A,23,2001,16.1,29,18,16,9,4,14,32,43.8,18,22,9,13,7,36,26,1,Matches
313,Marc Bernal,es ESP,MF,Barcelona,es La Liga,17,2007,2.7,8,6,2,5,1,7,8,87.5,1,5,1,4,1,9,4,0,Matches
314,Bernardo,br BRA,DF,Bochum,de Bundesliga,29,1995,19.8,46,28,32,13,1,27,37,73.0,10,38,17,21,26,72,103,4,Matches
315,Juan Bernat,es ESP,"DF,MF",Villarreal,es La Liga,31,1993,2.4,9,7,7,1,1,4,5,80.0,1,3,1,2,1,10,4,0,Matches
316,Juan Bernat,es ESP,"MF,DF",Getafe,es La Liga,31,1993,7.8,19,13,9,5,5,7,12,58.3,5,9,3,6,2,21,12,0,Matches
317,Maxime Bernauer,fr FRA,DF,Saint-Étienne,fr Ligue 1,26,1998,8.5,9,9,5,2,2,5,8,62.5,3,7,3,4,5,14,44,1,Matches
